"","bnum","react_id","all_r_per_g_homo","name","organism","reversible","direction","one_to_one"
"797","b3040","CU2tpp",FALSE,"zupT","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"798","b3040","FE2tpp",FALSE,"zupT","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"799","b3040","MN2tpp",FALSE,"zupT","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"800","b3040","ZN2tpp",FALSE,"zupT","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"801","b3040","CD2tpp",FALSE,"zupT","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"802","b3041","DB4PS",TRUE,"ribB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"803","b3052","GMHEPK",TRUE,"hldE","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"804","b3052","GMHEPAT",TRUE,"hldE","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"805","b3058","DHNPTE",TRUE,"folB","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",FALSE
"806","b3058","DHNPA2r",TRUE,"folB","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",FALSE
"8051","b3058","DHNPTE_b",TRUE,"folB","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",FALSE
"8061","b3058","DHNPA2r_b",TRUE,"folB","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",FALSE
"807","b3059","APG3PAT180",TRUE,"plsY","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"808","b3059","APG3PAT141",TRUE,"plsY","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"809","b3059","APG3PAT161",TRUE,"plsY","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"810","b3059","APG3PAT181",TRUE,"plsY","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"811","b3059","APG3PAT160",TRUE,"plsY","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"812","b3059","APG3PAT120",TRUE,"plsY","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"813","b3059","APG3PAT140",TRUE,"plsY","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"814","b3063","TARTRt7pp",TRUE,"ttdT","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"8141","b3063","TARTRt7pp_b",TRUE,"ttdT","Escherichia coli str. K-12 substr. MG1655",FALSE,"bwd",TRUE
"815","b3073","PTRCTA",TRUE,"patA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"816","b3089","THRt4pp",TRUE,"sstT","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"817","b3089","SERt4pp",TRUE,"sstT","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"818","b3091","ALTRH",TRUE,"uxaA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"819","b3092","GUI2",TRUE,"uxaC","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",FALSE
"820","b3092","GUI1",TRUE,"uxaC","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",FALSE
"8191","b3092","GUI2_b",TRUE,"uxaC","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",FALSE
"8201","b3092","GUI1_b",TRUE,"uxaC","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",FALSE
"821","b3093","GALURt2rpp",FALSE,"exuT","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",FALSE
"8211","b3093","GALURt2rpp_b",FALSE,"exuT","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",FALSE
"822","b3115","PPAKr",FALSE,"tdcD","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"8221","b3115","PPAKr_b",FALSE,"tdcD","Escherichia coli str. K-12 substr. MG1655",FALSE,"bwd",FALSE
"823","b3116","THRt2rpp",FALSE,"tdcC","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"8231","b3116","THRt2rpp_b",FALSE,"tdcC","Escherichia coli str. K-12 substr. MG1655",FALSE,"bwd",FALSE
"824","b3124","GLYCK2",TRUE,"garK","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"825","b3126","GLCRAL",TRUE,"garL","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"826","b3128","GALCTD",TRUE,"garD","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"827","b3161","INDOLEt2rpp",FALSE,"mtr","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",FALSE
"8271","b3161","INDOLEt2rpp_b",FALSE,"mtr","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",FALSE
"828","b3172","ARGSS",TRUE,"argG","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"829","b3176","PGAMT",TRUE,"glmM","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",TRUE
"8291","b3176","PGAMT_b",TRUE,"glmM","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",TRUE
"830","b3177","DHPS2",TRUE,"folP","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"831","b3187","OCTDPS",TRUE,"ispB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"832","b3189","UAGCVT",TRUE,"murA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"833","b3196","CAt6pp",TRUE,"yrbG","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",TRUE
"8331","b3196","CAt6pp_b",TRUE,"yrbG","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",TRUE
"834","b3198","KDOPP",TRUE,"kdsC","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"835","b3222","AMANK",TRUE,"nanK","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"836","b3223","AMANAPEr",TRUE,"nanE","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",TRUE
"8361","b3223","AMANAPEr_b",TRUE,"nanE","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",TRUE
"837","b3224","ACNAMt2pp",TRUE,"nanT","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"838","b3225","ACNML",TRUE,"nanA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"839","b3236","MDH",TRUE,"mdh","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",TRUE
"8391","b3236","MDH_b",TRUE,"mdh","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",TRUE
"840","b3258","PNTOt4pp",TRUE,"panF","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"841","b3288","FMETTRS",TRUE,"fmt","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"842","b3359","SDPTA",FALSE,"argD","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",FALSE
"8421","b3359","SDPTA_b",FALSE,"argD","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",FALSE
"843","b3368","SHCHF",FALSE,"cysG","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"844","b3368","SHCHD2",FALSE,"cysG","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"845","b3370","FRULYSt2pp",TRUE,"frlA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"846","b3370","PSCLYSt2pp",TRUE,"frlA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"847","b3371","FRULYSDG",TRUE,"frlB","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",TRUE
"8471","b3371","FRULYSDG_b",TRUE,"frlB","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",TRUE
"848","b3374","FRULYSK",TRUE,"frlD","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"849","b3384","TRPTRS",TRUE,"trpS","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"850","b3385","PGLYCP",TRUE,"gph","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"851","b3389","DHQS",TRUE,"aroB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"852","b3403","PPCK",TRUE,"pck","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"853","b3409","FE2abcpp",TRUE,"feoB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"854","b3412","PMEACPE",TRUE,"bioH","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"855","b3416","AMALT4",TRUE,"malQ","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"856","b3416","AMALT2",TRUE,"malQ","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"857","b3416","AMALT1",TRUE,"malQ","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"858","b3416","AMALT3",TRUE,"malQ","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"859","b3417","MLTP1",FALSE,"malP","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",FALSE
"860","b3417","MLTP2",FALSE,"malP","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",FALSE
"861","b3417","MLTP3",FALSE,"malP","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",FALSE
"8591","b3417","MLTP1_b",FALSE,"malP","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",FALSE
"8601","b3417","MLTP2_b",FALSE,"malP","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",FALSE
"8611","b3417","MLTP3_b",FALSE,"malP","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",FALSE
"862","b3425","CYANST",TRUE,"glpE","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"863","b3429","GLCS1",TRUE,"glgA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"864","b3430","GLGC",TRUE,"glgC","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"865","b3431","GLDBRAN2",TRUE,"glgX","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"866","b3432","GLBRAN2",TRUE,"glgB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"867","b3433","ASAD",TRUE,"asd","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",TRUE
"8671","b3433","ASAD_b",TRUE,"asd","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",TRUE
"868","b3447","GTHRDHpp",TRUE,"ggt","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"869","b3449","GPDDA3",TRUE,"ugpQ","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"870","b3449","GPDDA2",TRUE,"ugpQ","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"871","b3449","GPDDA4",TRUE,"ugpQ","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"872","b3449","GPDDA5",TRUE,"ugpQ","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"873","b3449","GPDDA1",TRUE,"ugpQ","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"874","b3469","CU2abcpp",TRUE,"zntA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"875","b3469","HG2abcpp",TRUE,"zntA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"876","b3469","COBALT2abcpp",TRUE,"zntA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"877","b3469","CD2abcpp",TRUE,"zntA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"878","b3469","ZN2abcpp",TRUE,"zntA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"879","b3469","NI2abcpp",TRUE,"zntA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"880","b3500","GTHOr",TRUE,"gor","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",TRUE
"8801","b3500","GTHOr_b",TRUE,"gor","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",TRUE
"881","b3502","ASO3t8pp",TRUE,"arsB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"882","b3519","TREH",TRUE,"treF","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"883","b3526","DDGLK",TRUE,"kdgK","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"884","b3528","MALDt2_2pp",TRUE,"dctA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"885","b3528","SUCCt2_2pp",TRUE,"dctA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"886","b3528","ASPt2_2pp",TRUE,"dctA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"887","b3528","OROTt2_2pp",TRUE,"dctA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"888","b3528","FUMt2_2pp",TRUE,"dctA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"889","b3528","MALt2_2pp",TRUE,"dctA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"890","b3546","PETNT161pp",TRUE,"eptB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"891","b3546","PETNT181pp",TRUE,"eptB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"892","b3551","BSORy",FALSE,"bisC","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"893","b3551","BSORx",FALSE,"bisC","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"894","b3553","2DGULRx",FALSE,"ghrB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"895","b3553","DKGLCNR2y",FALSE,"ghrB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"896","b3553","2DGULRy",FALSE,"ghrB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"897","b3553","2DGULRGy",FALSE,"ghrB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"898","b3553","DKGLCNR2x",FALSE,"ghrB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"899","b3553","2DGULRGx",FALSE,"ghrB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"900","b3564","DXYLK",FALSE,"xylB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"901","b3565","XYLI2",TRUE,"xylA","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",FALSE
"902","b3565","XYLI1",TRUE,"xylA","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",FALSE
"9011","b3565","XYLI2_b",TRUE,"xylA","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",FALSE
"9021","b3565","XYLI1_b",TRUE,"xylA","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",FALSE
"903","b3571","AAMYLpp",TRUE,"malS","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"904","b3572","VPAMTr",TRUE,"avtA","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",TRUE
"9041","b3572","VPAMTr_b",TRUE,"avtA","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",TRUE
"905","b3575","DOGULNR",TRUE,"yiaK","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"906","b3580","3KGK",FALSE,"lyxK","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"907","b3588","ALDD3y",TRUE,"aldB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"908","b3588","ALDD2y",TRUE,"aldB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"909","b3591","SELCYSS",TRUE,"selA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"910","b3600","M1PD",TRUE,"mtlD","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",TRUE
"9101","b3600","M1PD_b",TRUE,"mtlD","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",TRUE
"911","b3607","SERAT",TRUE,"cysE","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",TRUE
"9111","b3607","SERAT_b",TRUE,"cysE","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",TRUE
"912","b3608","G3PD2",TRUE,"gpsA","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",TRUE
"9121","b3608","G3PD2_b",TRUE,"gpsA","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",TRUE
"913","b3616","THRD",TRUE,"tdh","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"914","b3617","GLYAT",TRUE,"kbl","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",TRUE
"9141","b3617","GLYAT_b",TRUE,"kbl","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",TRUE
"915","b3619","AGMHE",TRUE,"hldD","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"916","b3620","HEPT2",TRUE,"waaF","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"917","b3621","HEPT1",TRUE,"waaC","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"918","b3622","O16A4Lpp",TRUE,"waaL","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"919","b3622","ECA4OALpp",TRUE,"waaL","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"920","b3623","HEPT4",TRUE,"waaU","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"921","b3624","MOAT3C",TRUE,"waaZ","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"922","b3625","HEPK2",TRUE,"waaY","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"923","b3626","GLCTR3",TRUE,"waaR","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"924","b3627","GLCTR2",TRUE,"waaO","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"925","b3628","GALT1",TRUE,"waaB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"926","b3629","RHAT1",TRUE,"waaS","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"927","b3630","HEPK1",TRUE,"waaP","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"928","b3631","GLCTR1",TRUE,"waaG","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"929","b3632","HEPT3",TRUE,"waaQ","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"930","b3633","MOAT2",TRUE,"waaA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"931","b3633","MOAT",TRUE,"waaA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"932","b3634","PTPATi",TRUE,"coaD","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"933","b3639","PPCDC",TRUE,"dfp","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"934","b3639","PPNCL2",TRUE,"dfp","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"935","b3642","ORPT",TRUE,"pyrE","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",TRUE
"9351","b3642","ORPT_b",TRUE,"pyrE","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",TRUE
"936","b3648","GK1",TRUE,"gmk","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",FALSE
"937","b3648","DGK1",TRUE,"gmk","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",FALSE
"9361","b3648","GK1_b",TRUE,"gmk","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",FALSE
"9371","b3648","DGK1_b",TRUE,"gmk","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",FALSE
"938","b3650","GDPTPDP",FALSE,"spoT","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"939","b3650","PPGPPDP",FALSE,"spoT","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"940","b3653","GLUt4pp",TRUE,"gltS","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"941","b3654","GUAt2pp",FALSE,"xanP","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"942","b3665","ADD",TRUE,"adeD","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"943","b3666","MAN6Pt6_2pp",TRUE,"uhpT","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"944","b3666","F6Pt6_2pp",TRUE,"uhpT","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"945","b3666","G6Pt6_2pp",TRUE,"uhpT","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"946","b3666","GAM6Pt6_2pp",TRUE,"uhpT","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"947","b3679","INOSTt4pp",TRUE,"yidK","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"948","b3691","GALCTNt2pp",TRUE,"dgoT","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"949","b3693","DDGALK",TRUE,"dgoK","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"950","b3708","TRPAS2",FALSE,"tnaA","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",FALSE
"9501","b3708","TRPAS2_b",FALSE,"tnaA","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",FALSE
"951","b3729","GF6PTA",TRUE,"glmS","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"952","b3730","UAGDP",TRUE,"glmU","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"953","b3730","G1PACT",TRUE,"glmU","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"954","b3744","ASNS2",TRUE,"asnA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"955","b3752","RBK",TRUE,"rbsK","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"956","b3770","VALTA",FALSE,"ilvE","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",FALSE
"957","b3770","ILETA",FALSE,"ilvE","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",FALSE
"9561","b3770","VALTA_b",FALSE,"ilvE","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",FALSE
"9571","b3770","ILETA_b",FALSE,"ilvE","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",FALSE
"958","b3771","DHAD2",TRUE,"ilvD","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"959","b3771","DHAD1",TRUE,"ilvD","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"960","b3774","KARA1",FALSE,"ilvC","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",FALSE
"961","b3774","KARA2",FALSE,"ilvC","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",FALSE
"9601","b3774","KARA1_b",FALSE,"ilvC","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",FALSE
"9611","b3774","KARA2_b",FALSE,"ilvC","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",FALSE
"962","b3779","GTPDPDP",TRUE,"gpp","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"963","b3784","ACGAMT",TRUE,"wecA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"964","b3786","UAG2E",TRUE,"wecB","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",TRUE
"9641","b3786","UAG2E_b",TRUE,"wecB","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",TRUE
"965","b3787","UACMAMO",TRUE,"wecC","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"966","b3790","TDPADGAT",TRUE,"wecD","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"967","b3791","TDPAGTA",TRUE,"wecE","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"968","b3792","ECAtpp",TRUE,"wzxE","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"969","b3794","ACMAMUT",TRUE,"wecG","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"970","b3804","UPP3S",TRUE,"hemD","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"971","b3805","HMBS",TRUE,"hemC","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"972","b3806","ADNCYC",TRUE,"cyaA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"973","b3809","DAPE",TRUE,"dapF","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",TRUE
"9731","b3809","DAPE_b",TRUE,"dapF","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",TRUE
"974","b3816","MG2tpp",FALSE,"corA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"975","b3816","NI2tpp",FALSE,"corA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"976","b3821","PLIPA2A140pp",TRUE,"pldA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"977","b3821","PLIPA2E180pp",TRUE,"pldA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"978","b3821","PLIPA2E181pp",TRUE,"pldA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"979","b3821","PLIPA1G181pp",TRUE,"pldA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"980","b3821","PLIPA2A160pp",TRUE,"pldA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"981","b3821","PLIPA2E140pp",TRUE,"pldA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"982","b3821","PLIPA2G120pp",TRUE,"pldA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"983","b3821","PLIPA2A181pp",TRUE,"pldA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"984","b3821","PLIPA2E161pp",TRUE,"pldA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"985","b3821","PLIPA1G180pp",TRUE,"pldA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"986","b3821","PLIPA1E120pp",TRUE,"pldA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"987","b3821","PLIPA1A181pp",TRUE,"pldA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"988","b3821","PLIPA1E140pp",TRUE,"pldA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
