"","bnum","react_id","all_r_per_g_homo","name","organism","reversible","direction","one_to_one"
"193","b0494","LPLIPAL1A140pp",TRUE,"tesA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"194","b0494","LPLIPAL1G181pp",TRUE,"tesA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"195","b0494","LPLIPAL1A180pp",TRUE,"tesA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"196","b0494","LPLIPAL1G161pp",TRUE,"tesA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"197","b0494","LPLIPAL1A160pp",TRUE,"tesA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"198","b0494","LPLIPAL1E141pp",TRUE,"tesA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"199","b0494","LPLIPAL1E160pp",TRUE,"tesA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"200","b0494","LPLIPAL1G120pp",TRUE,"tesA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"201","b0494","LPLIPAL1G160pp",TRUE,"tesA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"202","b0494","LPLIPAL1A120pp",TRUE,"tesA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"203","b0494","LPLIPAL1E140pp",TRUE,"tesA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"204","b0494","LPLIPAL1E161pp",TRUE,"tesA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"205","b0494","LPLIPAL1E181pp",TRUE,"tesA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"206","b0494","LPLIPAL1E180pp",TRUE,"tesA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"207","b0494","LPLIPAL1G140pp",TRUE,"tesA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"208","b0505","UGLYCH",TRUE,"allA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"209","b0507","GLXCL",TRUE,"gcl","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"210","b0508","HPYRI",TRUE,"hyi","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",TRUE
"2101","b0508","HPYRI_b",TRUE,"hyi","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",TRUE
"211","b0511","ALLTNt2rpp",TRUE,"ybbW","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"2111","b0511","ALLTNt2rpp_b",TRUE,"ybbW","Escherichia coli str. K-12 substr. MG1655",FALSE,"bwd",TRUE
"212","b0512","ALLTN",TRUE,"allB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"213","b0514","GLYCK",TRUE,"glxK","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"214","b0516","ALLTAMH",TRUE,"allC","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"215","b0517","URDGLYCD",TRUE,"allD","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"216","b0522","AIRC2",TRUE,"purK","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"217","b0523","AIRC3",TRUE,"purE","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",TRUE
"2171","b0523","AIRC3_b",TRUE,"purE","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",TRUE
"218","b0524","USHD",TRUE,"lpxH","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"219","b0526","CYSTRS",TRUE,"cysS","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"220","b0529","MTHFC",TRUE,"folD","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",FALSE
"221","b0529","MTHFD",TRUE,"folD","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",FALSE
"2201","b0529","MTHFC_b",TRUE,"folD","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",FALSE
"2211","b0529","MTHFD_b",TRUE,"folD","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",FALSE
"222","b0578","DHPTDNR",TRUE,"nfsB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"223","b0578","DHPTDNRN",TRUE,"nfsB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"224","b0583","ENTCS",TRUE,"entD","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"225","b0585","ENTERES",TRUE,"fes","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"226","b0585","ENTERES2",TRUE,"fes","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"227","b0586","SERASr",TRUE,"entF","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",TRUE
"2271","b0586","SERASr_b",TRUE,"entF","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",TRUE
"228","b0591","FEENTERtpp",TRUE,"entS","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"229","b0593","ICHORS_copy2",TRUE,"entC","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"230","b0594","DHBS",TRUE,"entE","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"231","b0595","ICHORT",TRUE,"entB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"232","b0596","DHBD",TRUE,"entA","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",TRUE
"2321","b0596","DHBD_b",TRUE,"entA","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",TRUE
"233","b0604","DSBGGT",FALSE,"dsbG","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"234","b0612","CITt7pp",TRUE,"citT","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"235","b0613","TPRDCOAS",TRUE,"citG","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"236","b0622","LIPAHTex",TRUE,"pagP","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"237","b0622","LIPAHT2ex",TRUE,"pagP","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"238","b0628","LIPOS",TRUE,"lipA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"239","b0630","LIPOCT",TRUE,"lipB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"240","b0638","RZ5PP",TRUE,"cobC","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"241","b0639","NNATr",FALSE,"nadD","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",FALSE
"2411","b0639","NNATr_b",FALSE,"nadD","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",FALSE
"242","b0642","LEUTRS",TRUE,"leuS","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"243","b0662","OMMBLHX",TRUE,"ubiF","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"244","b0674","ASNS1",TRUE,"asnB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"245","b0677","AGDC",TRUE,"nagA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"246","b0678","G6PDA",TRUE,"nagB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"247","b0680","GLNTRS",TRUE,"glnS","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"248","b0692","PTRCORNt7pp",FALSE,"potE","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"2481","b0692","PTRCORNt7pp_b",FALSE,"potE","Escherichia coli str. K-12 substr. MG1655",FALSE,"bwd",FALSE
"249","b0720","CS",TRUE,"gltA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"250","b0732","MANPGH",TRUE,"mngB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"251","b0736","DHNCOAT",TRUE,"ybgC","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"252","b0750","QULNS",TRUE,"nadA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"253","b0751","NMNPtpp",TRUE,"pnuC","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"254","b0756","GALM2pp",TRUE,"galM","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"255","b0758","UGLT",TRUE,"galT","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",TRUE
"2551","b0758","UGLT_b",TRUE,"galT","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",TRUE
"256","b0759","UDPG4E",TRUE,"galE","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",TRUE
"2561","b0759","UDPG4E_b",TRUE,"galE","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",TRUE
"257","b0766","PDXPP",FALSE,"ybhA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"258","b0767","PGL",TRUE,"pgl","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"259","b0774","AMAOTr",TRUE,"bioA","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",TRUE
"2591","b0774","AMAOTr_b",TRUE,"bioA","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",TRUE
"260","b0775","BTS5",TRUE,"bioB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"261","b0776","AOXSr2",TRUE,"bioF","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"262","b0777","MALCOAMT",TRUE,"bioC","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"263","b0778","DBTS",TRUE,"bioD","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"264","b0822","G6PP",TRUE,"ybiV","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"265","b0822","G3PT",TRUE,"ybiV","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"266","b0822","F6PP",TRUE,"ybiV","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"267","b0822","MN6PP",TRUE,"ybiV","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"268","b0822","R5PP",TRUE,"ybiV","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"269","b0826","MPTSS",TRUE,"moeB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"270","b0827","MOCOS",TRUE,"moeA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"271","b0827","BWCOS",TRUE,"moeA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"272","b0827","BMOCOS",TRUE,"moeA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"273","b0827","WCOS",TRUE,"moeA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"274","b0871","POX",TRUE,"poxB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"275","b0875","H2Otpp",TRUE,"aqpZ","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"2751","b0875","H2Otpp_b",TRUE,"aqpZ","Escherichia coli str. K-12 substr. MG1655",FALSE,"bwd",TRUE
"276","b0893","SERTRS",TRUE,"serS","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"277","b0893","SERTRS2",TRUE,"serS","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"278","b0907","OHPBAT",TRUE,"serC","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",FALSE
"279","b0907","PSERT",TRUE,"serC","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"2781","b0907","OHPBAT_b",TRUE,"serC","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",FALSE
"280","b0908","PSCVT",TRUE,"aroA","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",TRUE
"2801","b0908","PSCVT_b",TRUE,"aroA","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",TRUE
"281","b0910","CYTK1",FALSE,"cmk","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",FALSE
"282","b0910","CYTK2",FALSE,"cmk","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",FALSE
"2811","b0910","CYTK1_b",FALSE,"cmk","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",FALSE
"2821","b0910","CYTK2_b",FALSE,"cmk","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",FALSE
"283","b0914","PA140abcpp",TRUE,"msbA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"284","b0914","PGP180abcpp",TRUE,"msbA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"285","b0914","PG160abcpp",TRUE,"msbA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"286","b0914","PG181abcpp",TRUE,"msbA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"287","b0914","PA160abcpp",TRUE,"msbA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"288","b0914","K2L4Aabcpp",TRUE,"msbA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"289","b0914","PGP160abcpp",TRUE,"msbA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"290","b0914","PE140abcpp",TRUE,"msbA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"291","b0914","PGP181abcpp",TRUE,"msbA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"292","b0914","PA120abcpp",TRUE,"msbA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"293","b0914","PA181abcpp",TRUE,"msbA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"294","b0914","COLIPAabcpp",TRUE,"msbA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"295","b0914","PE181abcpp",TRUE,"msbA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"296","b0914","PGP140abcpp",TRUE,"msbA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"297","b0914","PA141abcpp",TRUE,"msbA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"298","b0914","PE180abcpp",TRUE,"msbA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"299","b0914","PGP141abcpp",TRUE,"msbA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"300","b0914","PE160abcpp",TRUE,"msbA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"301","b0914","LIPAabcpp",TRUE,"msbA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"302","b0914","PG120abcpp",TRUE,"msbA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"303","b0914","PG180abcpp",TRUE,"msbA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"304","b0914","PG140abcpp",TRUE,"msbA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"305","b0914","LIPACabcpp",TRUE,"msbA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"306","b0914","PGP161abcpp",TRUE,"msbA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"307","b0914","PGP120abcpp",TRUE,"msbA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"308","b0914","PE161abcpp",TRUE,"msbA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"309","b0914","PE120abcpp",TRUE,"msbA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"310","b0914","PE141abcpp",TRUE,"msbA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"311","b0914","PG161abcpp",TRUE,"msbA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"312","b0914","PA180abcpp",TRUE,"msbA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"313","b0914","PG141abcpp",TRUE,"msbA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"314","b0914","PA161abcpp",TRUE,"msbA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"315","b0915","TDSK",TRUE,"lpxK","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"316","b0918","KDOCT2",TRUE,"kdsB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"317","b0928","ASPTA",FALSE,"aspC","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",FALSE
"3171","b0928","ASPTA_b",FALSE,"aspC","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",FALSE
"318","b0930","ASNTRS",TRUE,"asnS","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"319","b0931","NAMNPP",TRUE,"pncB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"320","b0935","FDMO",TRUE,"ssuD","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"321","b0935","FDMO6",TRUE,"ssuD","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"322","b0935","FDMO4",TRUE,"ssuD","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"323","b0935","FDMO2",TRUE,"ssuD","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"324","b0935","FDMO3",TRUE,"ssuD","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"325","b0945","DHORD5",TRUE,"pyrD","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"326","b0945","DHORD2",TRUE,"pyrD","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"327","b0954","T2DECAI",FALSE,"fabA","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",FALSE
"3271","b0954","T2DECAI_b",FALSE,"fabA","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",FALSE
"328","b0963","MGSA",TRUE,"mgsA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"329","b0968","APH180",TRUE,"yccX","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"330","b0968","APH160",TRUE,"yccX","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"331","b0968","APH140",TRUE,"yccX","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"332","b0968","APH161",TRUE,"yccX","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"333","b0968","APH181",TRUE,"yccX","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"334","b0968","APH141",TRUE,"yccX","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"335","b0968","APH120",TRUE,"yccX","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"336","b0980","PHYTSpp",TRUE,"appA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"337","b0980","NTP3pp",TRUE,"appA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"338","b1002","GAL1PPpp",TRUE,"agp","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"339","b1002","G1PPpp",TRUE,"agp","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"340","b1006","URAt2pp_copy2",TRUE,"rutG","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"3401","b1006","URAt2pp_copy2_b",TRUE,"rutG","Escherichia coli str. K-12 substr. MG1655",FALSE,"bwd",TRUE
"341","b1009","3AMACHYD",TRUE,"rutD","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"342","b1010","POAACR",TRUE,"rutC","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"343","b1011","URACPAH",TRUE,"rutB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"344","b1014","P5CD",TRUE,"putA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"345","b1014","PROD2",TRUE,"putA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"346","b1015","PPAt4pp",TRUE,"putP","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"347","b1015","PROt4pp",TRUE,"putP","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"348","b1054","EDTXS1",TRUE,"lpxL","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"349","b1059","MTRPOX",TRUE,"solA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"350","b1059","SARCOX",TRUE,"solA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"351","b1062","DHORTS",TRUE,"pyrC","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",TRUE
"3511","b1062","DHORTS_b",TRUE,"pyrC","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",TRUE
"352","b1091","OGMEACPS",FALSE,"fabH","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"353","b1091","KAS15",FALSE,"fabH","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"354","b1093","3OAR141",TRUE,"fabG","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"355","b1093","3OAR160",TRUE,"fabG","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",FALSE
"356","b1093","3OAR161",TRUE,"fabG","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"357","b1093","3OAR140",TRUE,"fabG","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",FALSE
"358","b1093","3OAR181",TRUE,"fabG","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"359","b1093","3OAR40",TRUE,"fabG","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",FALSE
"360","b1093","3OAR60",TRUE,"fabG","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",FALSE
"361","b1093","3OAR180",TRUE,"fabG","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",FALSE
"362","b1093","3OAR121",TRUE,"fabG","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"363","b1093","OGMEACPR",TRUE,"fabG","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"364","b1093","OPMEACPR",TRUE,"fabG","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"365","b1093","3OAR80",TRUE,"fabG","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",FALSE
"366","b1093","3OAR100",TRUE,"fabG","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",FALSE
"367","b1093","3OAR120",TRUE,"fabG","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",FALSE
"3551","b1093","3OAR160_b",TRUE,"fabG","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",FALSE
"3571","b1093","3OAR140_b",TRUE,"fabG","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",FALSE
"3591","b1093","3OAR40_b",TRUE,"fabG","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",FALSE
"3601","b1093","3OAR60_b",TRUE,"fabG","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",FALSE
"3611","b1093","3OAR180_b",TRUE,"fabG","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",FALSE
"3651","b1093","3OAR80_b",TRUE,"fabG","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",FALSE
"3661","b1093","3OAR100_b",TRUE,"fabG","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",FALSE
"3671","b1093","3OAR120_b",TRUE,"fabG","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",FALSE
"368","b1095","3OAS181",FALSE,"fabF","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"369","b1096","ADCL",TRUE,"pabC","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"370","b1098","DTMPK",TRUE,"tmk","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",TRUE
"3701","b1098","DTMPK_b",TRUE,"tmk","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",TRUE
"371","b1106","TMK",TRUE,"thiK","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"372","b1107","AGM3PH",TRUE,"nagZ","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"373","b1107","AGMH",TRUE,"nagZ","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"374","b1107","AGM4PH",TRUE,"nagZ","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"375","b1109","NADH5",TRUE,"ndh","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"376","b1109","NADH9",TRUE,"ndh","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"377","b1109","NADH10",TRUE,"ndh","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"378","b1119","ACGAMK",TRUE,"nagK","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"379","b1131","ADSL1r",TRUE,"purB","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",FALSE
"380","b1131","ADSL2r",TRUE,"purB","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",FALSE
"3791","b1131","ADSL1r_b",TRUE,"purB","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",FALSE
"3801","b1131","ADSL2r_b",TRUE,"purB","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",FALSE
"381","b1134","TDP",FALSE,"nudJ","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"382","b1136","ICDHyr",TRUE,"icd","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",TRUE
"3821","b1136","ICDHyr_b",TRUE,"icd","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",TRUE
"383","b1186","NAt3_1p5pp",TRUE,"nhaB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"384","b1189","DAAD",TRUE,"dadA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"385","b1192","AM4PCP",TRUE,"ldcA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"386","b1192","UM4PCP",TRUE,"ldcA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"387","b1192","4PCP",TRUE,"ldcA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"388","b1192","AGM4PCP",TRUE,"ldcA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"389","b1197","TREHpp",TRUE,"treA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
